Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
010_3407_FY19,26.25,29.5,27.5,26,28.75,25.25,,,,,,,,,,,,,,,,,,,
010_3415_FY19,27,23.75,26.75,26.75,28,15.25,24.75,28,28,30.75,31,29.5,,,,,,,,,,,,,
010_3418_FY19,37.5,41.75,24,35.5,28.5,,,,,,,,,,,,,,,,,,,,
010_3424_FY19,25.75,31,26,24.25,,,,,,,,,,,,,,,,,,,,,
010_3427_FY19,30.75,29.75,26.5,29,30.25,27,26.5,28.25,34.75,31.5,,,,,,,,,,,,,,,
010_3429_FY19,24,25.5,25.25,24.75,27.25,26.75,,,,,,,,,,,,,,,,,,,
010_3529_FY19,29.75,20.25,24,23.5,20,15,,,,,,,,,,,,,,,,,,,
010_3532_FY19,33.25,37.75,38.25,32.5,27.75,,,,,,,,,,,,,,,,,,,,
010_3613_FY19,24,28,30.25,32.25,27.75,,,,,,,,,,,,,,,,,,,,
010_3722_FY19,27.5,26.5,31.75,33.75,35.25,,,,,,,,,,,,,,,,,,,,
010_3738_FY19,26.75,29,31,31,31,,,,,,,,,,,,,,,,,,,,
010_3840_FY19,32.25,29.75,32.25,31.5,31.75,32.75,,,,,,,,,,,,,,,,,,,
010_3924_FY19,30.5,38.25,33.5,25.75,30.75,25,24.75,26.25,35.25,34,27.5,,,,,,,,,,,,,,
010_3928_FY19,22.5,26.75,30.75,33.75,32,24,27.25,30,27.25,24.5,23.75,,,,,,,,,,,,,,
010_3937_FY19,34.5,30,37.75,29.5,33.25,24.75,,,,,,,,,,,,,,,,,,,
010_3943_FY19,24.75,30.5,28.5,25,26.25,27.25,,,,,,,,,,,,,,,,,,,
010_4034_FY19,33,20.75,25,23.75,20.75,15.5,,,,,,,,,,,,,,,,,,,
010_4037_FY19,28.75,28.75,30.5,30,30,23.25,19.5,,,,,,,,,,,,,,,,,,
010_4041_FY19,32.75,31.5,36.75,34.5,31.25,24.75,20,,,,,,,,,,,,,,,,,,
010_4043_FY19,38.5,42,24,37,28.5,,,,,,,,,,,,,,,,,,,,
010_4047_FY19,31.5,24.5,23.75,25.75,28,28,23.5,,,,,,,,,,,,,,,,,,
010_4048_FY19,24.75,29.5,24.75,35.25,37,36.25,38,39,,,,,,,,,,,,,,,,,
010_4453_FY19,28.75,30.25,30.25,31.25,32.75,,,,,,,,,,,,,,,,,,,,
010_4664_FY19,30.25,38.25,33.75,26.75,31,25.75,24.25,,,,,,,,,,,,,,,,,,
011_1409_FY19,30,29.75,29.25,31.5,31.25,29.5,23.75,20,,,,,,,,,,,,,,,,,
011_1615_FY19,28,26.25,29.5,27.5,29.25,25.75,25.25,,,,,,,,,,,,,,,,,,
011_1619_FY19,30.5,30.5,29.75,24.75,28.75,27,31,15.75,25.75,30,28.75,30.25,32.5,30.5,30,29.75,,,,,,,,,
011_1620_FY19,23.75,28.75,23.75,31,28.5,31.25,28.5,,,,,,,,,,,,,,,,,,
011_1720_FY19,26.75,23.75,27.5,28.75,28.25,,,,,,,,,,,,,,,,,,,,
011_1723_FY19,23.75,26.5,23.25,19.25,19.5,21.75,27,26.75,24.75,25.75,27.25,30,32.75,31.25,27.25,30,30.75,29.25,28.75,23.25,,,,,
011_1728_FY19,29.5,30,29,30.25,30.25,29.75,,,,,,,,,,,,,,,,,,,
011_1829_FY19,25.5,30.75,24.75,23.75,,,,,,,,,,,,,,,,,,,,,
011_1927_FY19,24.75,24.25,24,25,31,29.5,26,,,,,,,,,,,,,,,,,,
011_1933_FY19,32.25,30,30,30.25,31.75,28.5,30.5,,,,,,,,,,,,,,,,,,
011_2032_FY19,33.25,31.75,30.5,31.75,30.75,,,,,,,,,,,,,,,,,,,,
011_2033_FY19,26.75,27,30.25,25.5,34.5,,,,,,,,,,,,,,,,,,,,
011_2037_FY19,28.5,32,26.5,22.5,22.5,22.75,27,29.5,30.25,33.75,32.25,24.5,19.75,22.25,,,,,,,,,,,
011_2133_FY19,32.5,35.5,37,38.75,38.5,,,,,,,,,,,,,,,,,,,,
011_2134_FY19,34.5,32.25,33.5,34,36.75,39.25,,,,,,,,,,,,,,,,,,,
011_2139_FY19,14,12.75,21.25,25.5,22.25,20.75,23.25,22.5,24.25,23.25,23,18.25,19.75,,,,,,,,,,,,
011_2239_FY19,25.75,25.75,26.5,31.25,32,26.75,,,,,,,,,,,,,,,,,,,
011_2240_FY19,28.75,19.75,16.5,19.75,26.5,28.25,31,30.5,28,19,24.5,25.75,27,22.75,,,,,,,,,,,
011_2243_FY19,32.5,27.5,31.75,29.5,25.5,,,,,,,,,,,,,,,,,,,,
011_2247_FY19,25.25,30,26.5,31.75,25,24,,,,,,,,,,,,,,,,,,,
011_2248_FY19,35.25,36,38.5,33.75,,,,,,,,,,,,,,,,,,,,,
011_2342_FY19,31.25,27.75,31.75,29.25,,,,,,,,,,,,,,,,,,,,,
011_2343_FY19,34.75,28.25,27.25,27.75,28,28.75,29.5,31.5,,,,,,,,,,,,,,,,,
011_2350_FY19,26.75,19.75,16.25,24.25,23.25,24.75,26.5,32,28,26.75,23.75,28,,,,,,,,,,,,,
011_2555_FY19,31,33.25,34.25,34.25,33.75,,,,,,,,,,,,,,,,,,,,
011_2556_FY19,31.5,21.5,24,29.25,29.75,29.25,,,,,,,,,,,,,,,,,,,
011_2656_FY19,20.5,19.75,29,26,22.75,24.25,26.25,,,,,,,,,,,,,,,,,,
011_2661_FY19,16.25,12.5,20.75,25.75,26.25,23.25,23,25.75,24.75,23.25,22.75,17.75,22.75,,,,,,,,,,,,
011_2662_FY19,31.25,31.75,34.25,36.75,,,,,,,,,,,,,,,,,,,,,
011_2759_FY19,28.25,26.75,26.5,31,33.5,33.75,,,,,,,,,,,,,,,,,,,
011_2762_FY19,26.5,32,24.75,23.75,,,,,,,,,,,,,,,,,,,,,
011_2771_FY19,31.5,33.5,34,32.25,,,,,,,,,,,,,,,,,,,,,
011_2865_FY19,31,20.25,15.75,19.5,26.5,29.25,32,31,27.75,20,26.75,26.75,28.5,23.25,,,,,,,,,,,
011_2867_FY19,30.75,31.5,29.75,24.5,29,26.75,31,15.5,26,28.75,27.75,30.5,33.25,30.75,29,28.5,,,,,,,,,
011_2872_FY19,33.5,26.5,28.25,27,29.5,27,28.5,,,,,,,,,,,,,,,,,,
011_2873_FY19,26.75,31.25,28.5,33.5,26,89.25,,,,,,,,,,,,,,,,,,,
011_2974_FY19,37.75,37,37.25,40.25,24.25,34.25,28.5,,,,,,,,,,,,,,,,,,
011_3072_FY19,31.25,27.5,27.25,26,28.5,26.5,25.5,,,,,,,,,,,,,,,,,,
011_3075_FY19,34,31,33.75,33,31.75,,,,,,,,,,,,,,,,,,,,
011_3279_FY19,30.25,29,29.5,24.5,,,,,,,,,,,,,,,,,,,,,
011_3290_FY19,22.75,27.5,21.75,17.75,15.5,18.75,21.25,22.25,22.5,23,24.75,,,,,,,,,,,,,,
011_3382_FY19,25.75,30,25,37,37.75,35.25,41,40.5,33,28.75,,,,,,,,,,,,,,,
011_3489_FY19,20.5,27.25,28.75,29,30,23.75,27.75,,,,,,,,,,,,,,,,,,
011_3498_FY19,20.25,16,19.5,26.5,29,31.5,30.25,27.25,18.75,25.75,,,,,,,,,,,,,,,
012_1076_FY19,28.5,30.25,30.25,27.75,27.75,,,,,,,,,,,,,,,,,,,,
012_1078_FY19,32,28.5,31.75,29.5,26.25,,,,,,,,,,,,,,,,,,,,
012_1083_FY19,34,35.25,37.5,36.75,,,,,,,,,,,,,,,,,,,,,
012_1091_FY19,23.5,19,15.75,24.25,24.25,24.75,26.25,26.25,26.25,26.75,,,,,,,,,,,,,,,
012_1093_FY19,34,31.5,30,29,30.75,25.5,36,,,,,,,,,,,,,,,,,,
012_1179_FY19,29.75,27.75,26.5,29.25,33.75,31.75,27,27.5,26.25,,,,,,,,,,,,,,,,
012_1183_FY19,28.5,31,27.25,31.25,30.5,31.5,21,20.5,,,,,,,,,,,,,,,,,
012_1184_FY19,27.75,22.5,29.25,28.25,28.5,,,,,,,,,,,,,,,,,,,,
012_1290_FY19,31.5,34.5,29.25,19.5,21,22.75,22,27,26.75,27,29.25,30.75,30.25,22.75,24.5,26,28.25,,,,,,,,
012_143_FY19,28,26,28.5,33.25,33,32.25,33.25,33.75,,,,,,,,,,,,,,,,,
012_145_FY19,28.25,26.5,29.5,24.5,,,,,,,,,,,,,,,,,,,,,
012_148_FY19,30.25,32.5,36,89,29.75,,,,,,,,,,,,,,,,,,,,
012_243_FY19,33.25,30.5,31.25,28.5,,,,,,,,,,,,,,,,,,,,,
012_252_FY19,30.75,34.75,27,27.25,30.25,36,32.75,26.75,31.25,,,,,,,,,,,,,,,,
012_255_FY19,25,26.5,29.5,29,,,,,,,,,,,,,,,,,,,,,
012_353_FY19,29.25,25,37.25,39.25,35,41.75,40.25,32.75,,,,,,,,,,,,,,,,,
012_562_FY19,31.25,28.75,25.5,24.25,,,,,,,,,,,,,,,,,,,,,
012_658_FY19,36.25,34.75,33.25,32,32.75,28.75,,,,,,,,,,,,,,,,,,,
012_668_FY19,33.75,33.25,31.5,34.5,29.75,22,19.75,26.5,,,,,,,,,,,,,,,,,
012_781_FY19,30.5,23.25,31,29.75,30.25,,,,,,,,,,,,,,,,,,,,
012_873_FY19,31.25,31.5,28.5,31,21.75,25,29.75,33,,,,,,,,,,,,,,,,,
012_877_FY19,32.5,30.75,33.75,36.25,31.5,,,,,,,,,,,,,,,,,,,,
012_879_FY19,29.75,26,31,26.75,,,,,,,,,,,,,,,,,,,,,
012_976_FY19,33.5,32.25,29.25,32.75,23.25,28,35,37.25,33.75,32,33,31.25,34.25,33,,,,,,,,,,,
012_991_FY19,26.25,24.25,27.25,26.5,,,,,,,,,,,,,,,,,,,,,
013_1195_FY19,24.25,25.5,35.75,36,,,,,,,,,,,,,,,,,,,,,
013_1295_FY19,31.25,28,27.25,27.25,29,28.5,27.25,,,,,,,,,,,,,,,,,,
013_1503_FY19,30.25,25.25,35.5,37.5,35.75,39.75,38.75,32.5,,,,,,,,,,,,,,,,,
013_1601_FY19,28.5,29.25,31.5,32.5,31.5,31,32.25,32.25,24.75,33.5,,,,,,,,,,,,,,,
013_1603_FY19,30.75,26,30,26.25,,,,,,,,,,,,,,,,,,,,,
013_1605_FY19,33.5,31.5,30.5,29.75,30.25,26,35,,,,,,,,,,,,,,,,,,
013_1606_FY19,25,26,29,31,28.25,23,25,27.5,29.75,,,,,,,,,,,,,,,,
013_1609_FY19,33.5,32,30.25,31.75,26.25,37.75,39,29.25,29.5,,,,,,,,,,,,,,,,
013_1614_FY19,34.25,29,28.5,28.5,27.5,30,30,,,,,,,,,,,,,,,,,,
013_1713_FY19,32,29.75,31,27.25,,,,,,,,,,,,,,,,,,,,,
013_2017_FY19,34,40.25,33.25,31.75,,,,,,,,,,,,,,,,,,,,,
013_2123_FY19,31.25,31.5,31.75,29.75,31.25,30,29.75,30.25,,,,,,,,,,,,,,,,,
013_2336_FY19,34.5,33.75,32.25,33,31.25,30.25,29.5,30.5,25.75,35.5,34,27.5,28.25,28.25,28.75,29.25,29.5,31.25,,,,,,,
013_2340_FY19,31.75,25,26,27.25,28.75,,,,,,,,,,,,,,,,,,,,
013_2433_FY19,25.25,27,29.25,27,25,28.5,27,27.5,,,,,,,,,,,,,,,,,
013_2434_FY19,32.75,23.5,32,33,29.25,,,,,,,,,,,,,,,,,,,,
013_2440_FY19,28.25,28.5,29.75,28,24.5,26,26.75,29.5,21.75,20.25,23,25.25,,,,,,,,,,,,,
013_2538_FY19,31.75,32.75,33.75,34.25,32.25,27.25,31,,,,,,,,,,,,,,,,,,
013_2539_FY19,30.5,31.5,29.75,31,29.25,29,,,,,,,,,,,,,,,,,,,
013_2540_FY19,32.75,33.25,36,39,37.75,38,39.75,,,,,,,,,,,,,,,,,,
013_2643_FY19,25.75,25.25,34.25,29.75,29.75,32.25,31.25,30.75,,,,,,,,,,,,,,,,,
013_2644_FY19,29.75,30.25,28.25,30,31.25,29.75,30.75,,,,,,,,,,,,,,,,,,
013_2649_FY19,25.25,18,19.25,24.75,27,19.5,14.5,,,,,,,,,,,,,,,,,,
013_2851_FY19,33.75,31.75,27.25,30.75,36.25,,,,,,,,,,,,,,,,,,,,
013_2853_FY19,33,31.25,32.5,31,31.25,,,,,,,,,,,,,,,,,,,,
013_2956_FY19,28.75,28.75,30.25,27,29.5,28.75,28.75,29.25,30.5,30,30,30.5,29.5,30.5,30.75,30.25,31,30.5,29,24.25,24.75,,,,
013_3060_FY19,27.25,25.5,27.5,27.25,,,,,,,,,,,,,,,,,,,,,
013_3062_FY19,31.5,31.25,31.25,32,33.5,31,30.25,,,,,,,,,,,,,,,,,,
013_3066_FY19,26.5,24.75,27,27,,,,,,,,,,,,,,,,,,,,,
013_3069_FY19,25.75,27.75,31.25,32.75,29.25,23,25,23.5,23.75,,,,,,,,,,,,,,,,
013_3171_FY19,29.25,24.5,24.75,30.75,26,27.75,,,,,,,,,,,,,,,,,,,
013_3277_FY19,29.5,27.25,12.75,20.75,21.25,22,22.75,,,,,,,,,,,,,,,,,,
013_3379_FY19,29.25,25.5,28.25,26.25,,,,,,,,,,,,,,,,,,,,,
013_3381_FY19,24.75,25.25,28.75,23.75,29,,,,,,,,,,,,,,,,,,,,
014_2843_FY19,28,24.75,31.25,31.75,32.25,32.5,33,32.25,28.5,,,,,,,,,,,,,,,,
014_2947_FY19,31.5,24.25,25.25,28,,,,,,,,,,,,,,,,,,,,,
015_2837_FY19,28.25,28.75,23.5,24.75,,,,,,,,,,,,,,,,,,,,,
015_2838_FY19,29.75,29.75,31,28.25,30.5,31.25,,,,,,,,,,,,,,,,,,,
015_4189_FY19,24,22.5,25.25,27.5,25.75,27.5,,,,,,,,,,,,,,,,,,,
015_4399_FY19,19.25,24,22.5,25.75,26.5,28.75,26.25,22.5,,,,,,,,,,,,,,,,,
015_5228_FY19,31,30.25,31.25,28,,,,,,,,,,,,,,,,,,,,,
015_5229_FY19,27,29.5,18.5,22.25,23.5,27.75,29.25,,,,,,,,,,,,,,,,,,
015_5230_FY19,15.75,16.75,18.25,29.5,24.25,26.75,28.75,30.25,38.5,34.5,27.75,35.25,36.75,33.25,28.75,28,32.75,,,,,,,,
015_5332_FY19,28.75,28.75,33.25,34.5,33.75,20.75,,,,,,,,,,,,,,,,,,,
03A_5455_FY19,21.5,25,31.25,33.5,32.75,31.5,32,,,,,,,,,,,,,,,,,,
03A_5559_FY19,30.25,26.75,31,27,,,,,,,,,,,,,,,,,,,,,
03A_5662_FY19,38.75,25.75,36.5,30.25,26.5,,,,,,,,,,,,,,,,,,,,
03A_5670_FY19,25.75,26.5,28.25,23.75,,,,,,,,,,,,,,,,,,,,,
05A_6724_FY19,26.5,25.5,28.75,30.5,33.25,19.5,22.5,,,,,,,,,,,,,,,,,,
05A_6932_FY19,35.5,34.5,36.75,25,27.5,34,39.25,34,25.5,33,,,,,,,,,,,,,,,
05A_7037_FY19,32.5,31,29,28.75,28.5,26.25,32.25,32.75,,,,,,,,,,,,,,,,,
05A_7456_FY19,33.5,37.25,32.5,38.5,,,,,,,,,,,,,,,,,,,,,
05A_7559_FY19,36,37.25,37.75,34.5,,,,,,,,,,,,,,,,,,,,,
05A_7566_FY19,31.5,25.25,26,25.25,28,26.75,25,30.25,30.75,35,,,,,,,,,,,,,,,
05A_7568_FY19,32.25,30.5,30,28,27.25,26.75,31.75,,,,,,,,,,,,,,,,,,
05A_7667_FY19,31,34,31.5,35,,,,,,,,,,,,,,,,,,,,,
05A_7668_FY19,19.25,18.25,23.75,25.25,27.25,30.75,29.75,,,,,,,,,,,,,,,,,,
05A_7768_FY19,26.25,25.5,23,22,25.25,24.25,23,22.75,18.5,21.5,27,27.25,27,,,,,,,,,,,,
05A_7770_FY19,31.75,30.75,30.25,23.75,,,,,,,,,,,,,,,,,,,,,
05A_7771_FY19,34.75,35.5,36,33.75,,,,,,,,,,,,,,,,,,,,,
05A_7874_FY19,33.75,31.75,31,23.5,,,,,,,,,,,,,,,,,,,,,
05A_7875_FY19,24.5,26.5,27.25,30,28,19.75,23.5,25.5,25.5,28.75,23.25,,,,,,,,,,,,,,
05A_7876_FY19,29.75,30,26,28.25,32.5,23.5,,,,,,,,,,,,,,,,,,,
05A_7879_FY19,31.75,31.75,34.5,36.75,,,,,,,,,,,,,,,,,,,,,
10A_1022_FY19,24.5,26.75,26.25,27.5,23,24.25,25.25,26.5,,,,,,,,,,,,,,,,,
10A_1234_FY19,26.25,28.75,27,31.75,25.25,23.75,26.25,,,,,,,,,,,,,,,,,,
10A_1656_FY19,28.25,31.25,30,25,24.25,19.25,17.25,23.75,,,,,,,,,,,,,,,,,
10A_1760_FY19,32,31.5,28.5,31.5,35.25,32.75,,,,,,,,,,,,,,,,,,,
10A_181_FY19,22.5,23.25,25.25,26.25,19.5,21,26.5,28.5,20.25,16.5,18.75,21.75,20.75,23.25,24.5,27,27.25,26.75,27.75,26.75,26.75,,,,
10A_913_FY19,29.75,27.5,29,29.5,,,,,,,,,,,,,,,,,,,,,
10B_2584_FY19,33,31.25,33.25,35.5,,,,,,,,,,,,,,,,,,,,,
10B_3306_FY19,28.75,25,29.75,27.5,30,16.5,26.75,29.75,28.75,31.75,31.75,31.5,,,,,,,,,,,,,
11A_1097_FY19,27.25,26.5,26.5,24.75,,,,,,,,,,,,,,,,,,,,,
11A_1412_FY19,31.5,28.25,30.75,29.75,26.25,,,,,,,,,,,,,,,,,,,,
11A_161_FY19,31.25,31.25,32,32.25,,,,,,,,,,,,,,,,,,,,,
11A_163_FY19,32.5,28.25,28,26.75,28.75,28.5,26,,,,,,,,,,,,,,,,,,
11A_165_FY19,32.25,28,27.5,26.75,28.75,28.25,26.5,,,,,,,,,,,,,,,,,,
11A_271_FY19,34.5,37.5,34.25,33.25,33.5,,,,,,,,,,,,,,,,,,,,
11A_369_FY19,27.5,26,33.75,22.75,28.5,29,24.75,,,,,,,,,,,,,,,,,,
11A_376_FY19,24.25,27.25,27.25,30.75,28.25,27.75,,,,,,,,,,,,,,,,,,,
11A_475_FY19,28,25.75,29.25,27.25,31.25,16,26.25,29.5,27.5,31.5,31,31.5,31.5,31,,,,,,,,,,,
11A_479_FY19,32.75,36.75,31,36,25,29.25,32.75,28.75,31.25,28.5,23.5,25,,,,,,,,,,,,,
11A_579_FY19,29.25,24.75,24.5,31,27.25,28.5,28.75,28.25,,,,,,,,,,,,,,,,,
11A_580_FY19,31,30,29,30.25,25.5,35.75,35.5,29,28.25,,,,,,,,,,,,,,,,
11A_682_FY19,28.75,28.75,26,31,32.25,35.25,,,,,,,,,,,,,,,,,,,
11A_786_FY19,28,26,34,23.25,28.75,29.25,25,,,,,,,,,,,,,,,,,,
11A_891_FY19,27.25,25.25,28.75,30,27.25,24,,,,,,,,,,,,,,,,,,,
11A_893_FY19,32,34.5,35.5,35.75,35.75,,,,,,,,,,,,,,,,,,,,
11A_993_FY19,28.75,19.75,15.75,19.5,26.75,29.75,32.25,31.25,27.5,19,26,27,28.75,23.5,,,,,,,,,,,
ALP_4429_FY19,25.25,23.75,37,27,29,32,30.5,31.75,25.25,28.5,29.75,27,28.5,27.75,27.5,32,,,,,,,,,
ALP_4533_FY19,37.75,36.5,33.25,34.75,31.5,,,,,,,,,,,,,,,,,,,,
NCR_6186_FY19,28.25,32.5,37.5,37,,,,,,,,,,,,,,,,,,,,,
NCR_6728_FY19,31.25,26,34.75,30.25,36.25,37.75,,,,,,,,,,,,,,,,,,,
NCR_6833_FY19,24,24.5,35,28,28.75,32.5,,,,,,,,,,,,,,,,,,,
NCR_6937_FY19,32.75,26.75,29.75,26.75,33,25.75,26.75,27.5,30,32,,,,,,,,,,,,,,,
NCR_6938_FY19,19.75,22,30.25,30.25,32.75,32,30,15.25,,,,,,,,,,,,,,,,,
NCR_8231_FY19,29,28.25,28.5,27,26,,,,,,,,,,,,,,,,,,,,
NTR_6309_FY19,32,30,25.75,25.75,,,,,,,,,,,,,,,,,,,,,
NTR_6426_FY19,26.5,24.25,27.75,27.75,28.5,26.5,26.75,,,,,,,,,,,,,,,,,,
NTR_6529_FY19,19.75,22.75,26.5,30.25,33.5,33.5,24.25,28.25,30.75,29,26.25,22.25,18.5,18.25,23.75,,,,,,,,,,
NTR_6530_FY19,21.75,20,20.75,22.25,20,19,25.75,25.25,22.5,23.25,26.25,26.25,,,,,,,,,,,,,
NTR_6532_FY19,36.25,36.75,35.5,40,25.25,35.5,29.75,26.25,,,,,,,,,,,,,,,,,
NTR_6626_FY19,19.5,22.75,29.25,30.25,30.5,30.5,29.25,16.25,,,,,,,,,,,,,,,,,
NTR_6636_FY19,25.75,22.5,24,26.25,26.5,,,,,,,,,,,,,,,,,,,,
NTR_6743_FY19,32.5,32,26,30.25,31.75,24.25,26.25,,,,,,,,,,,,,,,,,,
NTR_6744_FY19,30,28.75,25.25,25.75,,,,,,,,,,,,,,,,,,,,,
NTR_6748_FY19,28.25,28,28.25,26.25,,,,,,,,,,,,,,,,,,,,,
NTR_6843_FY19,20,22.5,32,31,33.25,33,30.75,16,,,,,,,,,,,,,,,,,
NTR_6844_FY19,27.5,28,28.5,30,29.75,,,,,,,,,,,,,,,,,,,,
NTR_6941_FY19,35.75,38.75,38.25,34.5,35.5,,,,,,,,,,,,,,,,,,,,
NTR_6947_FY19,33,24.5,24,35,27.75,28.5,30.25,,,,,,,,,,,,,,,,,,
NTR_7151_FY19,30.25,31.25,31.25,31.5,32.5,,,,,,,,,,,,,,,,,,,,
NTR_7152_FY19,23.5,28,29.25,24.5,24.5,27.25,24.75,,,,,,,,,,,,,,,,,,
NTR_7155_FY19,26.25,32.25,24.75,24,26.5,29.5,34.5,,,,,,,,,,,,,,,,,,
NTR_7251_FY19,34,34.5,34.5,33.5,33,,,,,,,,,,,,,,,,,,,,
NTR_7257_FY19,32.25,26.5,27.5,26.25,28.75,27.75,26.25,30.5,31,35.5,,,,,,,,,,,,,,,
NTR_7260_FY19,19.75,22.5,31,31,33.25,32.75,30.5,15.75,,,,,,,,,,,,,,,,,
NTR_7354_FY19,27,23.75,25,21.5,26.75,21.5,19,15.25,17,19.25,21.5,23.75,23.75,26,28.5,28.25,28.75,27,27,28,28,29,20.5,21.25,
NTR_7360_FY19,30.5,28,28.25,31.5,35.25,31,25.75,27,,,,,,,,,,,,,,,,,
NTR_7470_FY19,30.5,29.5,29.25,25.75,27.75,31.75,23.75,,,,,,,,,,,,,,,,,,
NTR_8114_FY19,29.25,31,26.75,25.75,27.75,,,,,,,,,,,,,,,,,,,,
NTR_8119_FY19,25,14.5,19,20,20.75,22.5,19.25,19.75,22.5,23.75,22.75,23,24.75,25.25,,,,,,,,,,,
NTR_8242_FY19,19.75,21.75,31,29.25,31.75,31.5,29.5,15.5,,,,,,,,,,,,,,,,,
OSR_2026_FY19,31.25,31.5,32.75,31,27,29,,,,,,,,,,,,,,,,,,,
SCR_2371_FY19,32.5,28,31.75,29.75,30.5,31.25,32.25,28.25,30,,,,,,,,,,,,,,,,
SCR_2477_FY19,36.25,33.25,30,32.5,30.25,27,32.75,21,20.75,25.25,27.25,27.25,29,30,28.75,29.75,31,31.25,31.75,26.5,22.75,34,27.25,27.25,28
SCR_2478_FY19,33.5,31.75,34.5,35.75,,,,,,,,,,,,,,,,,,,,,
SCR_2682_FY19,30.25,28.5,32.5,27.75,,,,,,,,,,,,,,,,,,,,,
SCR_2786_FY19,34,34.5,34.75,34.75,,,,,,,,,,,,,,,,,,,,,
SCR_2787_FY19,34,35.25,37,33.5,,,,,,,,,,,,,,,,,,,,,
SCR_2888_FY19,27.75,28.25,29.75,25.25,24,19.75,19,21.75,22.75,,,,,,,,,,,,,,,,
STR_1317_FY19,27.75,30,26.5,30.75,30.75,30.25,31.75,31,34,28.5,31.25,25.25,29,31.5,28.75,30,,,,,,,,,
STR_1419_FY19,24,25.75,30.75,29.25,26.5,24.25,27,27.75,30.75,28.75,27.25,,,,,,,,,,,,,,
STR_1420_FY19,25.75,25.5,23.75,28.75,24.5,30.25,,,,,,,,,,,,,,,,,,,
STR_1630_FY19,28.75,25,23.75,19,18.25,22.75,25.75,27.75,29.75,29.25,32.25,,,,,,,,,,,,,,
STR_173_FY19,35.75,28.5,31,29.25,30.25,,,,,,,,,,,,,,,,,,,,
STR_1838_FY19,29,25.25,23.75,19,18,23.25,25.75,27.25,29.5,29.5,32,,,,,,,,,,,,,,
STR_2151_FY19,25.75,25,29.5,23.25,26.5,23.75,,,,,,,,,,,,,,,,,,,
STR_2563_FY19,33.5,32.25,34.5,32.75,31,,,,,,,,,,,,,,,,,,,,
