Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
002_8222_FY19,0,1,0,0,0,4,3,1,0,0,0,1,0,0,,,,,,,,,,,
003_5231_FY19,39,32,28,41,19,23,48,15,,,,,,,,,,,,,,,,,
003_5337_FY19,0,1,3,1,2,0,5,5,13,4,33,13,8,5,5,,,,,,,,,,
003_5444_FY19,0,18,311,13,17,5,8,,,,,,,,,,,,,,,,,,
003_5450_FY19,0,12,0,6,4,,,,,,,,,,,,,,,,,,,,
003_5551_FY19,27,24,22,25,,,,,,,,,,,,,,,,,,,,,
003_5555_FY19,2,21,0,5,2,17,0,6,0,,,,,,,,,,,,,,,,
003_5647_FY19,0,1,4,4,2,15,,,,,,,,,,,,,,,,,,,
003_5654_FY19,8,6,1,6,10,16,,,,,,,,,,,,,,,,,,,
003_5655_FY19,10,8,0,1,7,2,21,,,,,,,,,,,,,,,,,,
003_5750_FY19,1,67,7,5,7,40,19,34,,,,,,,,,,,,,,,,,
003_6063_FY19,0,1,1,5,29,1,1,3,3,10,17,,,,,,,,,,,,,,
003_6064_FY19,0,0,0,0,1,8,15,10,,,,,,,,,,,,,,,,,
003_6069_FY19,2,7,9,6,11,9,,,,,,,,,,,,,,,,,,,
003_6179_FY19,4,0,0,5,0,0,6,0,0,0,0,4,,,,,,,,,,,,,
003_8059_FY19,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
003_8060_FY19,9,52,26,28,,,,,,,,,,,,,,,,,,,,,
004_3794_FY19,21,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,
004_3893_FY19,0,1,0,1,1,0,2,2,23,1,7,,,,,,,,,,,,,,
004_3897_FY19,0,8,1,0,4,0,0,0,1,5,1,0,0,1,0,0,0,0,1,0,5,11,4,,
004_3996_FY19,0,3,0,0,3,5,4,22,,,,,,,,,,,,,,,,,
004_4004_FY19,1,5,0,0,3,1,0,0,0,0,0,1,2,0,2,36,4,0,0,,,,,,
004_4100_FY19,1,10,3,13,,,,,,,,,,,,,,,,,,,,,
004_4109_FY19,3,5,4,1,0,5,,,,,,,,,,,,,,,,,,,
004_4306_FY19,0,0,0,0,1,7,2,3,1,0,0,,,,,,,,,,,,,,
004_4308_FY19,0,3,4,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
004_4513_FY19,1,0,3,3,,,,,,,,,,,,,,,,,,,,,
004_4516_FY19,2,5,0,0,1,5,4,28,,,,,,,,,,,,,,,,,
004_4518_FY19,0,4,4,5,4,8,,,,,,,,,,,,,,,,,,,
004_4520_FY19,2,1,4,4,7,9,0,7,,,,,,,,,,,,,,,,,
004_4522_FY19,0,3,2,1,,,,,,,,,,,,,,,,,,,,,
004_4618_FY19,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,
004_4619_FY19,1,3,6,5,,,,,,,,,,,,,,,,,,,,,
004_4722_FY19,3,1,2,5,,,,,,,,,,,,,,,,,,,,,
004_4729_FY19,0,1,0,2,0,0,4,,,,,,,,,,,,,,,,,,
004_4827_FY19,9,2,3,19,0,6,12,15,,,,,,,,,,,,,,,,,
004_4834_FY19,0,22,24,26,22,20,17,,,,,,,,,,,,,,,,,,
004_4835_FY19,0,1,0,0,0,0,0,1,3,3,4,7,11,4,5,4,6,6,1,0,0,3,1,,
004_4924_FY19,0,28,48,9,24,2,21,,,,,,,,,,,,,,,,,,
004_4925_FY19,37,15,22,20,,,,,,,,,,,,,,,,,,,,,
004_4937_FY19,0,2,5,0,2,,,,,,,,,,,,,,,,,,,,
004_4939_FY19,0,3,11,16,11,6,5,,,,,,,,,,,,,,,,,,
004_5027_FY19,4,35,22,17,26,14,,,,,,,,,,,,,,,,,,,
004_5042_FY19,3,2,3,0,11,14,5,87,,,,,,,,,,,,,,,,,
004_5138_FY19,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
004_5143_FY19,1,5,20,2,3,,,,,,,,,,,,,,,,,,,,
004_5236_FY19,4,12,9,17,22,,,,,,,,,,,,,,,,,,,,
004_5243_FY19,6,9,1,0,2,5,10,41,,,,,,,,,,,,,,,,,
004_5245_FY19,1,2,2,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,
004_5246_FY19,1,13,2,2,,,,,,,,,,,,,,,,,,,,,
004_5344_FY19,3,8,6,7,,,,,,,,,,,,,,,,,,,,,
005_5906_FY19,3,13,38,21,10,9,4,9,3,5,,,,,,,,,,,,,,,
005_5911_FY19,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,
005_6001_FY19,0,0,3,1,3,,,,,,,,,,,,,,,,,,,,
005_6002_FY19,2,8,29,28,9,4,0,15,7,1,,,,,,,,,,,,,,,
005_6006_FY19,3,1,1,6,2,18,10,3,,,,,,,,,,,,,,,,,
005_6012_FY19,1,0,1,1,,,,,,,,,,,,,,,,,,,,,
005_6111_FY19,0,0,2,1,10,2,,,,,,,,,,,,,,,,,,,
005_6120_FY19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
005_6122_FY19,0,2,0,0,1,0,,,,,,,,,,,,,,,,,,,
005_6125_FY19,0,4,0,0,5,5,7,,,,,,,,,,,,,,,,,,
005_6227_FY19,0,4,25,31,8,1,3,15,8,3,,,,,,,,,,,,,,,
005_6332_FY19,3,0,1,2,7,0,0,0,0,0,2,2,,,,,,,,,,,,,
005_6434_FY19,0,0,0,6,3,0,0,,,,,,,,,,,,,,,,,,
005_6534_FY19,0,2,4,0,,,,,,,,,,,,,,,,,,,,,
005_6536_FY19,0,3,4,2,1,3,,,,,,,,,,,,,,,,,,,
005_6541_FY19,4,1,10,0,0,1,,,,,,,,,,,,,,,,,,,
005_6546_FY19,1,5,33,17,8,1,3,15,,,,,,,,,,,,,,,,,
005_6638_FY19,4,1,0,6,40,9,4,10,5,0,1,,,,,,,,,,,,,,
005_6639_FY19,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
005_6755_FY19,0,0,0,10,0,2,,,,,,,,,,,,,,,,,,,
005_6856_FY19,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
005_6964_FY19,4,9,2,4,16,2,,,,,,,,,,,,,,,,,,,
005_7061_FY19,2,2,2,3,17,0,,,,,,,,,,,,,,,,,,,
005_7062_FY19,0,1,2,1,6,3,3,,,,,,,,,,,,,,,,,,
005_7065_FY19,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,
005_7072_FY19,0,3,0,1,2,,,,,,,,,,,,,,,,,,,,
005_7168_FY19,3,6,17,8,,,,,,,,,,,,,,,,,,,,,
005_7169_FY19,0,0,3,0,1,,,,,,,,,,,,,,,,,,,,
005_7273_FY19,11,9,1,4,4,4,0,5,11,,,,,,,,,,,,,,,,
005_7369_FY19,0,0,0,1,5,1,1,,,,,,,,,,,,,,,,,,
005_7373_FY19,1,1,0,0,0,2,2,,,,,,,,,,,,,,,,,,
005_7477_FY19,0,4,1,2,5,1,0,,,,,,,,,,,,,,,,,,
005_7484_FY19,0,0,1,4,5,3,0,2,,,,,,,,,,,,,,,,,
005_7578_FY19,0,0,0,4,3,1,,,,,,,,,,,,,,,,,,,
005_7580_FY19,10,5,0,0,0,0,1,5,15,14,5,1,3,4,,,,,,,,,,,
005_7586_FY19,0,2,0,13,20,,,,,,,,,,,,,,,,,,,,
005_7679_FY19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
005_7685_FY19,6,15,27,11,,,,,,,,,,,,,,,,,,,,,
005_7686_FY19,8,20,8,30,11,6,9,13,17,,,,,,,,,,,,,,,,
005_7784_FY19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
005_7791_FY19,1,2,1,1,10,8,7,,,,,,,,,,,,,,,,,,
005_8257_FY19,0,1,2,5,0,1,,,,,,,,,,,,,,,,,,,
005_8262_FY19,0,1,8,2,2,2,8,,,,,,,,,,,,,,,,,,
006_4736_FY19,0,0,4,3,,,,,,,,,,,,,,,,,,,,,
006_4737_FY19,5,25,2,6,2,0,49,,,,,,,,,,,,,,,,,,
006_4840_FY19,2,7,1,3,3,,,,,,,,,,,,,,,,,,,,
006_5364_FY19,5,6,0,4,6,,,,,,,,,,,,,,,,,,,,
006_5567_FY19,1,84,24,22,8,7,,,,,,,,,,,,,,,,,,,
006_5569_FY19,1,25,6,6,7,,,,,,,,,,,,,,,,,,,,
006_5673_FY19,8,17,21,13,10,3,,,,,,,,,,,,,,,,,,,
006_5882_FY19,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
006_5987_FY19,0,1,13,14,2,2,2,,,,,,,,,,,,,,,,,,
006_5991_FY19,10,18,13,2,0,4,35,,,,,,,,,,,,,,,,,,
006_5992_FY19,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,
006_5993_FY19,0,2,1,2,,,,,,,,,,,,,,,,,,,,,
006_6091_FY19,0,0,3,2,6,7,,,,,,,,,,,,,,,,,,,
006_6206_FY19,2,9,0,0,,,,,,,,,,,,,,,,,,,,,
006_6209_FY19,0,0,0,0,1,0,0,3,11,19,0,0,0,0,,,,,,,,,,,
006_8083_FY19,0,2,15,9,3,6,16,19,10,12,,,,,,,,,,,,,,,
006_8087_FY19,2,3,6,19,,,,,,,,,,,,,,,,,,,,,
006_8091_FY19,0,4,1,0,0,2,,,,,,,,,,,,,,,,,,,
007_3595_FY19,6,30,2,0,11,10,14,,,,,,,,,,,,,,,,,,
007_3597_FY19,0,0,5,0,7,28,,,,,,,,,,,,,,,,,,,
007_3802_FY19,0,1,9,26,20,11,0,2,26,11,10,,,,,,,,,,,,,,
007_3804_FY19,12,40,158,101,0,,,,,,,,,,,,,,,,,,,,
007_3805_FY19,0,0,1,2,2,,,,,,,,,,,,,,,,,,,,
007_3904_FY19,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
007_3910_FY19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
007_4010_FY19,0,2,13,10,13,12,7,2,20,11,6,,,,,,,,,,,,,,
007_4013_FY19,0,2,3,6,4,12,9,,,,,,,,,,,,,,,,,,
007_4113_FY19,0,0,0,5,6,8,0,,,,,,,,,,,,,,,,,,
007_4114_FY19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
007_4122_FY19,0,0,0,0,2,2,3,2,3,2,3,,,,,,,,,,,,,,
007_4224_FY19,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
007_4329_FY19,2,7,4,3,0,,,,,,,,,,,,,,,,,,,,
007_4330_FY19,0,0,0,2,,,,,,,,,,,,,,,,,,,,,
007_4628_FY19,0,11,7,2,3,9,14,0,,,,,,,,,,,,,,,,,
007_4732_FY19,1,5,1,4,,,,,,,,,,,,,,,,,,,,,
007_4734_FY19,0,18,18,8,5,4,,,,,,,,,,,,,,,,,,,
007_4836_FY19,0,12,12,19,11,14,,,,,,,,,,,,,,,,,,,
007_4940_FY19,1,1,0,1,2,2,5,33,,,,,,,,,,,,,,,,,
008_3921_FY19,0,2,1,1,,,,,,,,,,,,,,,,,,,,,
008_4023_FY19,0,2,1,4,,,,,,,,,,,,,,,,,,,,,
008_4127_FY19,0,1,0,2,4,0,0,0,5,,,,,,,,,,,,,,,,
008_4137_FY19,0,0,2,0,0,0,0,2,1,0,,,,,,,,,,,,,,,
008_4232_FY19,2,4,0,4,0,2,,,,,,,,,,,,,,,,,,,
008_4238_FY19,0,4,0,0,0,0,7,32,1,0,,,,,,,,,,,,,,,
008_4336_FY19,0,3,4,3,0,0,2,0,2,4,0,15,,,,,,,,,,,,,
008_4342_FY19,1,17,22,0,2,,,,,,,,,,,,,,,,,,,,
008_4344_FY19,0,0,1,1,1,1,0,0,0,0,0,1,0,0,2,1,8,2,11,2,3,3,5,,
008_4448_FY19,0,0,0,2,2,1,0,0,2,0,0,0,1,0,1,0,0,1,9,0,1,5,3,,
008_4538_FY19,21,1,1,0,2,2,,,,,,,,,,,,,,,,,,,
008_4548_FY19,2,1,1,1,4,3,0,0,0,1,8,5,4,,,,,,,,,,,,
008_4549_FY19,3,2,4,0,,,,,,,,,,,,,,,,,,,,,
008_4644_FY19,0,0,0,0,0,0,4,3,1,1,32,13,1,10,,,,,,,,,,,
008_4751_FY19,4,5,8,2,7,0,,,,,,,,,,,,,,,,,,,
008_4753_FY19,2,5,2,1,,,,,,,,,,,,,,,,,,,,,
008_4764_FY19,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,
008_4765_FY19,3,0,4,2,19,27,,,,,,,,,,,,,,,,,,,
008_4771_FY19,0,2,0,2,,,,,,,,,,,,,,,,,,,,,
008_4853_FY19,0,1,14,3,0,0,,,,,,,,,,,,,,,,,,,
008_4860_FY19,0,0,0,0,0,1,0,0,3,1,,,,,,,,,,,,,,,
008_4976_FY19,0,0,1,4,2,6,8,0,,,,,,,,,,,,,,,,,
008_5168_FY19,0,0,1,4,20,2,0,1,5,6,,,,,,,,,,,,,,,
008_5185_FY19,0,0,0,0,1,3,0,,,,,,,,,,,,,,,,,,
008_5269_FY19,4,4,0,0,,,,,,,,,,,,,,,,,,,,,
008_5375_FY19,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
008_5377_FY19,0,0,6,3,6,5,9,7,15,,,,,,,,,,,,,,,,
008_5381_FY19,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,
008_5495_FY19,1,1,11,10,6,3,,,,,,,,,,,,,,,,,,,
008_5579_FY19,0,0,0,2,3,5,3,1,,,,,,,,,,,,,,,,,
008_5584_FY19,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,
008_5592_FY19,3,0,3,0,,,,,,,,,,,,,,,,,,,,,
008_5597_FY19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
008_5696_FY19,1,6,3,7,14,,,,,,,,,,,,,,,,,,,,
008_5697_FY19,2,0,1,2,2,1,1,3,4,9,1,6,3,,,,,,,,,,,,
008_5796_FY19,2,7,5,1,,,,,,,,,,,,,,,,,,,,,
008_5892_FY19,0,0,1,0,0,2,0,,,,,,,,,,,,,,,,,,
009_2674_FY19,2,7,0,0,5,8,1,3,2,9,1,7,,,,,,,,,,,,,
009_3093_FY19,0,0,1,14,,,,,,,,,,,,,,,,,,,,,
009_3191_FY19,0,0,0,0,3,6,7,16,5,0,3,0,7,0,,,,,,,,,,,
009_3192_FY19,5,13,7,2,4,12,,,,,,,,,,,,,,,,,,,
009_3197_FY19,0,2,2,19,,,,,,,,,,,,,,,,,,,,,
010_1657_FY19,98,189,89,71,65,52,36,,,,,,,,,,,,,,,,,,
010_1762_FY19,8,13,15,1,,,,,,,,,,,,,,,,,,,,,
010_1866_FY19,14,3,3,1,,,,,,,,,,,,,,,,,,,,,
010_1867_FY19,0,1,3,30,70,37,,,,,,,,,,,,,,,,,,,
010_1970_FY19,0,3,3,0,1,,,,,,,,,,,,,,,,,,,,
010_2803_FY19,1,0,2,0,0,0,0,3,6,1,1,2,1,3,,,,,,,,,,,
010_2909_FY19,4,2,2,9,,,,,,,,,,,,,,,,,,,,,
010_3014_FY19,3,12,23,17,,,,,,,,,,,,,,,,,,,,,
010_3112_FY19,11,10,13,3,,,,,,,,,,,,,,,,,,,,,
010_3119_FY19,0,4,2,2,2,,,,,,,,,,,,,,,,,,,,
010_3208_FY19,0,1,1,5,22,9,,,,,,,,,,,,,,,,,,,
010_3219_FY19,3,11,3,4,,,,,,,,,,,,,,,,,,,,,
010_3220_FY19,2,3,7,5,2,,,,,,,,,,,,,,,,,,,,
010_3323_FY19,0,3,165,7,11,1,0,0,,,,,,,,,,,,,,,,,
010_3324_FY19,0,1,0,4,10,0,,,,,,,,,,,,,,,,,,,
010_3407_FY19,4,18,4,7,15,6,,,,,,,,,,,,,,,,,,,
010_3415_FY19,2,14,4,3,0,0,4,2,8,6,14,17,,,,,,,,,,,,,
010_3418_FY19,10,36,19,39,130,,,,,,,,,,,,,,,,,,,,
010_3424_FY19,0,1,4,1,,,,,,,,,,,,,,,,,,,,,
010_3427_FY19,1,1,2,3,1,0,0,1,5,2,,,,,,,,,,,,,,,
010_3429_FY19,9,52,6,22,45,45,,,,,,,,,,,,,,,,,,,
010_3529_FY19,2,14,13,2,2,1,,,,,,,,,,,,,,,,,,,
010_3532_FY19,6,3,11,1,4,,,,,,,,,,,,,,,,,,,,
010_3613_FY19,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
010_3722_FY19,0,0,6,2,2,,,,,,,,,,,,,,,,,,,,
010_3738_FY19,1,1,1,4,3,,,,,,,,,,,,,,,,,,,,
010_3840_FY19,4,15,4,13,22,16,,,,,,,,,,,,,,,,,,,
010_3924_FY19,0,0,0,0,0,0,0,0,5,9,0,,,,,,,,,,,,,,
010_3928_FY19,0,1,10,32,24,18,2,3,0,0,0,,,,,,,,,,,,,,
010_3937_FY19,8,26,1,1,10,6,,,,,,,,,,,,,,,,,,,
010_3943_FY19,2,33,42,11,6,37,,,,,,,,,,,,,,,,,,,
010_4034_FY19,31,10,4,9,0,0,,,,,,,,,,,,,,,,,,,
010_4037_FY19,3,13,19,9,17,11,0,,,,,,,,,,,,,,,,,,
010_4041_FY19,3,10,15,13,12,6,3,,,,,,,,,,,,,,,,,,
010_4043_FY19,0,13,2,5,17,,,,,,,,,,,,,,,,,,,,
010_4047_FY19,1,4,0,4,23,20,24,,,,,,,,,,,,,,,,,,
010_4048_FY19,0,0,0,3,33,28,40,112,,,,,,,,,,,,,,,,,
010_4453_FY19,1,11,9,10,3,,,,,,,,,,,,,,,,,,,,
010_4664_FY19,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,
011_1409_FY19,1,1,5,8,2,8,8,0,,,,,,,,,,,,,,,,,
011_1615_FY19,6,6,3,13,9,6,3,,,,,,,,,,,,,,,,,,
011_1619_FY19,0,2,1,0,4,6,7,2,0,8,12,10,30,14,2,8,,,,,,,,,
011_1620_FY19,0,4,13,0,0,0,0,,,,,,,,,,,,,,,,,,
011_1720_FY19,2,0,3,2,3,,,,,,,,,,,,,,,,,,,,
011_1723_FY19,0,0,1,0,0,0,0,3,0,1,1,3,8,6,0,10,8,6,5,0,,,,,
011_1728_FY19,0,6,9,2,2,4,,,,,,,,,,,,,,,,,,,
011_1829_FY19,0,6,5,15,,,,,,,,,,,,,,,,,,,,,
011_1927_FY19,0,0,0,0,5,10,1,,,,,,,,,,,,,,,,,,
011_1933_FY19,5,27,13,13,7,19,5,,,,,,,,,,,,,,,,,,
011_2032_FY19,0,10,29,8,16,,,,,,,,,,,,,,,,,,,,
011_2033_FY19,0,0,0,11,0,,,,,,,,,,,,,,,,,,,,
011_2037_FY19,1,4,8,1,0,0,0,4,4,6,7,13,1,1,,,,,,,,,,,
011_2133_FY19,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
011_2134_FY19,5,9,23,18,42,61,,,,,,,,,,,,,,,,,,,
011_2139_FY19,0,0,5,30,13,0,4,2,0,3,5,1,0,,,,,,,,,,,,
011_2239_FY19,1,2,1,14,85,74,,,,,,,,,,,,,,,,,,,
011_2240_FY19,4,1,1,0,3,7,12,13,9,3,0,3,9,8,,,,,,,,,,,
011_2243_FY19,10,6,9,15,3,,,,,,,,,,,,,,,,,,,,
011_2247_FY19,50,30,43,43,0,0,,,,,,,,,,,,,,,,,,,
011_2248_FY19,36,27,0,0,,,,,,,,,,,,,,,,,,,,,
011_2342_FY19,12,50,30,43,,,,,,,,,,,,,,,,,,,,,
011_2343_FY19,8,20,5,12,9,9,22,32,,,,,,,,,,,,,,,,,
011_2350_FY19,4,0,0,3,2,2,2,7,5,2,2,1,,,,,,,,,,,,,
011_2555_FY19,1,11,4,18,12,,,,,,,,,,,,,,,,,,,,
011_2556_FY19,5,18,4,3,1,7,,,,,,,,,,,,,,,,,,,
011_2656_FY19,0,4,3,3,13,0,8,,,,,,,,,,,,,,,,,,
011_2661_FY19,0,0,8,34,14,3,20,1,7,8,6,4,0,,,,,,,,,,,,
011_2662_FY19,0,5,3,9,,,,,,,,,,,,,,,,,,,,,
011_2759_FY19,4,0,4,10,6,5,,,,,,,,,,,,,,,,,,,
011_2762_FY19,0,3,3,0,,,,,,,,,,,,,,,,,,,,,
011_2771_FY19,6,43,67,92,,,,,,,,,,,,,,,,,,,,,
011_2865_FY19,0,0,0,0,2,1,1,4,3,0,0,0,0,2,,,,,,,,,,,
011_2867_FY19,0,1,1,0,1,1,6,2,0,2,3,6,12,19,3,11,,,,,,,,,
011_2872_FY19,9,9,8,8,5,17,9,,,,,,,,,,,,,,,,,,
011_2873_FY19,0,2,12,19,22,1,,,,,,,,,,,,,,,,,,,
011_2974_FY19,1,5,10,10,13,4,16,,,,,,,,,,,,,,,,,,
011_3072_FY19,5,3,4,3,7,1,5,,,,,,,,,,,,,,,,,,
011_3075_FY19,0,3,5,2,3,,,,,,,,,,,,,,,,,,,,
011_3279_FY19,3,1,0,0,,,,,,,,,,,,,,,,,,,,,
011_3290_FY19,0,0,5,0,0,0,0,4,5,2,14,,,,,,,,,,,,,,
011_3382_FY19,24,42,8,25,34,38,31,25,27,42,,,,,,,,,,,,,,,
011_3489_FY19,0,1,1,10,7,12,9,,,,,,,,,,,,,,,,,,
011_3498_FY19,0,0,0,0,2,14,8,1,1,0,,,,,,,,,,,,,,,
012_1076_FY19,8,62,71,21,11,,,,,,,,,,,,,,,,,,,,
012_1078_FY19,5,8,5,1,2,,,,,,,,,,,,,,,,,,,,
012_1083_FY19,6,13,33,10,,,,,,,,,,,,,,,,,,,,,
